venture_ID,HumanCapital,BusPlanning,EntrepOrient,Proactive,Self-efficacy,International,MoneyGrowth,SizeGrowth
357,-1.269137101,-1.351420477,-0.21396761,-0.071332117,-1.751400791,-0.601339282,0.52601391,0.13613269
358,1.57352752,-1.380562523,1.273816441,0.940957342,1.130299106,0.190293289,0.154540098,0.60913572
359,0.442822015,-0.374251694,-1.091508426,0.115086556,2.387163491,-0.665284262,-0.431417308,-0.610833065
360,-1.311956508,0.129607856,0.156928455,-1.448875991,-0.419780023,-0.544189611,-0.07349673,-0.991068564
361,-1.753029775,1.07917371,-0.156046977,-1.049993271,0.001318563,1.009883551,-0.273145087,-0.224518488
362,0.418704015,1.499043849,-0.218792789,-0.374266394,1.521903577,-2.373996865,-1.368474624,-0.567840151
363,0.061262521,0.669344434,0.801938983,-0.093529108,1.139031268,0.575354311,0.559972922,0.782505211
364,2.173438187,0.607877488,0.12976829,-1.495385254,1.782613843,0.716026276,0.683663004,0.275870333
365,1.631171331,0.568927629,-0.327223548,-0.048390452,0.624539612,2.250593821,1.813210511,0.894318133
366,0.810545019,0.435884031,1.759467786,0.153279342,-2.080627041,0.154904821,-0.265487052,-0.792018323
367,-0.728249855,0.308978171,-0.742718397,-1.288841596,-0.213721822,-0.51051223,-0.48362519,-0.262314266
368,1.416050378,-0.486984524,2.018488851,-0.870714132,0.800232286,-1.225189486,-0.953927265,-0.115714518
369,1.773820886,-0.757946443,0.302728824,0.743851077,0.855716139,1.690232138,1.364878194,0.963857732
370,0.633154109,-0.906398854,1.424930959,-0.965690499,-0.75785079,0.706728986,-0.818821704,-0.118331912
371,-0.136086713,0.297687374,-0.489684334,1.101159389,-0.133020434,-0.911078963,-0.580860806,-0.172454499
372,0.413241652,-0.115089889,1.37330793,1.435074171,-0.027286869,-0.768238163,-0.372900938,-0.783775777
373,0.812599905,0.25673546,-1.70062891,-0.237393802,-0.179755285,0.379219037,-0.189082598,-0.814956753
374,0.060774073,0.2926284,0.187379152,-0.285293652,0.579668109,-0.298877897,0.274360549,-0.431341337
375,-0.466233782,-1.994339611,0.368880773,-0.282592118,0.760784966,-0.537765312,-0.370240533,-0.923910625
376,-0.221747513,0.716925343,0.149030638,-0.446800042,0.951628789,-1.227279204,-0.420323175,-0.639973215
377,0.91895338,0.167453478,0.50657353,-0.531775125,-0.341397976,0.613991769,0.218389853,-0.337497105
378,-0.819859781,0.456225481,0.431592832,0.32869806,-1.27031556,-1.492566935,-1.028979065,-0.240647105
379,0.725647762,-0.150848061,1.226949217,0.264748347,0.619157768,1.56692048,1.129322021,1.807224518
380,-0.370186737,-0.177878212,-0.535398417,0.484413835,0.390903411,-1.435323779,-0.705371883,-1.085823843
381,1.850701044,-0.133905485,0.78757539,1.187760175,0.619672262,0.886797342,1.998501029,1.804239152
382,0.494689099,-0.304252233,-0.313993751,-0.219177797,0.065719529,-0.020308115,-0.658376765,-0.725374632
383,0.935458215,-0.738477275,1.031203046,-1.006921082,-0.923122557,-0.156536328,-1.143115522,-0.826282368
384,0.734937618,0.105250889,-2.16372066,0.197372369,0.241699766,-1.261713994,-1.274569018,-0.567269472
385,-0.675319082,0.957161536,0.245939465,-1.133693084,-0.298780328,-0.431629983,-0.590357763,-0.757456015
386,-0.569085958,1.289142345,-0.732497272,0.307616121,0.420442087,0.433781759,-1.275490471,0.667734408
387,-0.351344668,-1.548552648,-1.229583768,-0.152237971,0.13354325,1.949081443,-0.86124238,-0.91735694
388,-1.15938736,-0.338119211,-1.857751099,-0.086146662,1.149186747,-0.690910943,-0.963428807,-0.209321373
389,1.003121757,-0.407845286,1.564268375,0.824365227,1.105663604,0.342842817,0.910459504,1.043486524
390,0.261708061,0.210899607,0.593131752,1.757858109,-0.181077474,0.05167804,0.183674849,-0.164279432
391,0.849201477,-0.241548737,1.286401896,0.769250035,0.399283341,0.985711617,1.595649136,0.57812209
392,1.056125649,-0.497632418,0.031300966,1.139713869,-0.026346761,-0.936579287,-0.428137156,-0.352761974
393,0.449259988,0.308865861,2.190164923,-1.055072879,-0.365376875,0.545599951,0.320764197,-0.911859552
394,0.853492617,0.972748691,0.484783763,-1.637000901,-0.115840541,-1.329500815,-1.290029777,-0.734384379
395,-0.722823326,-1.556377605,-0.521431905,0.604580422,-1.038685678,-1.74841105,-0.045622039,0.196253075
396,-0.688347665,-0.009432628,0.024072919,-0.582373103,-0.493583436,-3.181283538,-0.464324822,-0.577984628
397,-0.473642989,-0.768353784,-0.556548748,-0.098335427,-0.413528891,0.514573909,-0.050730555,-0.39739365
398,0.878458268,-0.603364846,-0.439244491,0.52131899,-0.802232512,0.892573114,-0.192117751,-0.051074764
399,1.584379128,-0.836781023,-1.184996594,-2.589353931,1.104700623,1.326175493,-0.260240387,-1.869306042
400,-0.743776196,-0.841550138,0.239317518,0.008244226,-0.432437837,-1.038238312,-0.94246404,-0.605366371
401,1.533034069,1.812370433,-1.265062731,-0.062818932,-1.643645518,1.131772576,-0.649185284,-0.345791238
402,-0.226135139,0.666289793,0.238097881,-0.483886293,0.136504028,1.039406434,-0.070424186,0.129294848
403,-0.724826938,0.178717903,0.294310981,-1.338398476,-0.851738394,-1.274885035,-0.139122576,0.007663638
404,-1.519763186,-1.529898051,-1.13900063,-2.30982829,-0.928897117,-2.873558308,3.202868758,3.804636566
405,0.438014648,-0.364982105,0.033903193,1.24037502,-0.124124641,1.277968975,-0.070210063,0.256997105
406,-0.343310494,-0.746848537,0.920903642,0.352223005,1.06385528,-0.415067704,-0.052237781,-0.8022785
407,0.227902932,0.069579835,-0.337546674,0.613703275,-0.725883149,-1.057288956,-0.563148687,-1.000513168
408,-0.139467046,-1.592324925,-0.965366195,0.659111274,0.938043542,-0.636511093,-0.170300761,-0.794908319
409,-0.538951443,-1.937136372,-0.202392351,-2.417677791,-0.761676902,-1.280731243,1.372685736,1.884381282
410,-0.908410131,0.450353327,0.181707786,-0.214697984,0.37010082,0.697028571,-0.173491997,-0.891017375
411,-1.823048036,-1.165704515,-0.615967507,0.216257578,-0.646793896,-1.355375699,0.659908745,0.103683108
412,0.562848838,1.654768344,0.168431255,3.168624407,-0.075250526,0.286855055,2.687603246,1.976935621
